id=0, name=Hp: +#, type=0, level=0, strOption=20;20;20;20;20;20;20;25;25;25;25;30;30;40;40;100;200;200;400;440;484;532;585;643;707;777;854;939;1032;1135
id=240, name=Cải trang Gai, type=14, level=29, strOption=
id=241, name=Cải trang Karin, type=14, level=33, strOption=
id=242, name=Cải trang Suigetsu, type=14, level=35, strOption=
id=243, name=Cải trang Yamato, type=14, level=39, strOption=
id=244, name=Cải trang Kabuto, type=14, level=41, strOption=
id=245, name=Cải trang Tsunade, type=14, level=42, strOption=
id=246, name=Cải trang Orochimaru, type=14, level=43, strOption=
id=247, name=Cải trang Jiraiya, type=14, level=44, strOption=
id=248, name=Cải trang Kakashi Lục Đạo, type=14, level=46, strOption=
id=249, name=Cải trang Tobirama, type=14, level=47, strOption=
id=250, name=Cải trang Madara, type=14, level=49, strOption=
id=251, name=Cải trang Juugo, type=14, level=37, strOption=
id=252, name=(+17) Sát thương chuyển thành hồi phục Hp: +#%, type=10, level=60, strOption=
id=253, name=(+17) Tăng thêm Hp: +#, type=10, level=60, strOption=
id=254, name=Tăng tấn công cơ bản: +#%, type=0, level=0, strOption=1;1;1;1;1;1;1;1;1;1;2;2;2;3;3;4;4;4;8;8;8;8;8;8;8;8;8;8;8;8
id=255, name=Tăng Chakra: +#, type=0, level=0, strOption=1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2
id=256, name=Mỗi nữa giây phục hồi Hp: +#, type=0, level=0, strOption=1;1;1;1;1;1;1;1;1;1;2;2;2;3;3;4;4;4;8;8;8;8;8;8;8;8;8;8;8;8
id=257, name=Mỗi nữa giây phục hồi Mp: +#, type=0, level=0, strOption=1;1;1;1;1;1;1;1;1;1;2;2;2;3;3;4;4;4;8;8;8;8;8;8;8;8;8;8;8;8
id=258, name=Kháng tất cả: +#, type=0, level=0, strOption=5;5;5;5;5;5;5;5;5;5;10;10;10;15;15;20;20;20;40;44;48;52;57;62;68;74;81;89;97;106
id=259, name=(+17) Gây suy yếu: +#, type=10, level=60, strOption=
id=260, name=(+17) Gây trúng độc: +#, type=10, level=60, strOption=
id=261, name=(+17) Gây làm chậm: +#, type=10, level=60, strOption=
id=262, name=(+17) Gây bỏng: +#, type=10, level=60, strOption=
id=263, name=(+17) Gây choáng: +#, type=10, level=60, strOption=
id=264, name=Linh hồn: #/10, type=0, level=0, strOption=
id=265, name=Cải trang Phù Thủy, type=14, level=20, strOption=
id=266, name=Cải trang Bí Ngô, type=14, level=20, strOption=
id=267, name=Tăng kinh nghiệm đánh quái: +#%, type=0, level=0, strOption=
id=268, name=Khóa chặt đối phương: duy trì +# giây, type=54, level=0, strOption=
id=269, name=Giảm kháng tất cả: -#, type=50, level=0, strOption=
id=270, name=Giảm Chakra: -#, type=50, level=0, strOption=
id=271, name=Ảnh thủ phược chi thuật, type=50, level=0, strOption=
id=272, name=Giữ chặt không cho đối phương di chuyển: duy trì +# giây, type=54, level=0, strOption=
id=273, name=Tăng Chakra: +# (duy trì 10 giây), type=50, level=0, strOption=
id=274, name=Tỉ lệ gây choáng nữa giây: +#%, type=50, level=0, strOption=
id=275, name=Mỗi 1 giây phục hồi tỉ lệ Hp: +#% (duy trì 10 giây), type=50, level=0, strOption=
id=276, name=Dùng Mp hút: +#% sát thương (duy trì 20 giây), type=50, level=0, strOption=
id=277, name=Tăng thời gian gây tê liệt khi sử dụng chiêu dịch chuyển chi thuật: +# giây, type=54, level=0, strOption=
id=278, name=Mỗi lần xuất chiêu sẽ có xác xuất tăng thêm 1 nhát đánh: duy trì +# giây, type=54, level=0, strOption=
id=279, name=Tăng thêm tấn công theo tỉ lệ Hp của đối phương: +#% (không có tác dụng với quái), type=50, level=0, strOption=
id=280, name=Chính xác:+#, type=50, level=0, strOption=
id=281, name=Cải trang Văn Lang, type=14, level=11, strOption=
id=282, name=Cải trang Seimei, type=14, level=20, strOption=
id=283, name=Kinh nghiệm: #/200.000.000, type=0, level=0, strOption=
id=284, name=Cải trang Obito Lục Đạo, type=14, level=10, strOption=
id=285, name=Có xác xuất tăng thêm tấn công khi đánh chí mạng: +#%, type=50, level=0, strOption=
id=286, name=(+18) Có xác xuất hút chakra: +# (Duy trì 3 giây), type=11, level=0, strOption=
id=287, name=Cứ 30 giây sẽ né 1 đòn tấn công, type=0, level=0, strOption=
id=288, name=Cải trang Bạch Zetsu, type=14, level=30, strOption=
id=289, name=Giảm gây suy yếu: -#, type=0, level=0, strOption=
id=290, name=Giảm gây trúng độc: -#, type=0, level=0, strOption=
id=291, name=Giảm gây làm chậm: -#, type=0, level=0, strOption=
id=292, name=Giảm gây bỏng: -#, type=0, level=0, strOption=
id=293, name=Giảm gây choáng: -#, type=0, level=0, strOption=
id=294, name=Cải trang Anbu Gấu, type=14, level=10, strOption=
id=295, name=Cải trang Anbu Cọp, type=14, level=10, strOption=
id=296, name=Cải trang Anbu Chim, type=14, level=10, strOption=
id=297, name=Cải trang Anbu Gà, type=14, level=10, strOption=
id=298, name=Cải trang Anbu Dê, type=14, level=10, strOption=
id=299, name=Cải trang Dracula, type=14, level=10, strOption=
id=300, name=Cải trang Noel, type=14, level=10, strOption=
id=301, name=Cải trang Killer B, type=14, level=0, strOption=
id=302, name=Cải trang cương thi Itachi, type=14, level=0, strOption=
id=303, name=Cải trang thủ lĩnh Văn Lang, type=14, level=0, strOption=
id=304, name=(+18) Chính xác: +#, type=11, level=0, strOption=
id=305, name=Sức mạnh: #/@, type=0, level=0, strOption=
id=306, name=Tấn công khi đánh chí mạng: +#%, type=0, level=0, strOption=
id=307, name=Tăng tương khắc: +#, type=0, level=0, strOption=
id=308, name=Cải trang Madara Lục Đạo, type=14, level=49, strOption=
id=309, name=(+16) Tấn công khi có chí mạng: +#%, type=7, level=0, strOption=
id=310, name=(+18) Tăng tương khắc: +#, type=11, level=0, strOption=
id=311, name=Giảm tương khắc: +#, type=0, level=0, strOption=
id=312, name=Biến người khác thành quái vật: +#, type=50, level=0, strOption=
id=313, name=Cải trang Frankenstein, type=14, level=10, strOption=
id=314, name=Làm suy giảm chính xác của đối phương: -# (duy trì 15 giây), type=50, level=0, strOption=
id=315, name=Ngăn chặn thi triển nhẫn thuật: duy trì # giây , type=54, level=0, strOption=
id=316, name=Hút đối phương lại gần, type=50, level=0, strOption=
id=317, name=Ngăn chặn không cho đối phương sử dụng dược phẩm: duy trì # giây, type=54, level=0, strOption=
id=318, name=Làm suy giảm né tránh của đổi phương: -# (duy trì 15 giây), type=50, level=0, strOption=
id=319, name=Cải trang Người Sói, type=14, level=0, strOption=
id=320, name=Cải trang Tết, type=14, level=0, strOption=
id=321, name=Cải trang Tử Môn Gai, type=14, level=0, strOption=
id=322, name=Cứ 1 phút sẽ tạo ra hiệu ứng xuyên giáp #% , type=0, level=0, strOption=
id=323, name=(+18) Giảm tương khắc: +#, type=11, level=0, strOption=
id=324, name=(+18) Né tránh: +#, type=11, level=0, strOption=
id=325, name=Giảm suy yếu: -#, type=6, level=0, strOption=
id=326, name=Giảm trúng độc: -#, type=6, level=0, strOption=
id=327, name=Giảm làm chậm: -#, type=6, level=0, strOption=
id=328, name=Giảm bỏng: -#, type=6, level=0, strOption=
id=329, name=Giảm choáng: -#, type=6, level=0, strOption=
id=330, name=Giảm tương khắc: -#, type=7, level=0, strOption=
id=331, name=Giảm tương khắc: -#, type=0, level=0, strOption=5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;10;10;10;20;22;24;26;28;30;33;36;39;42;46;50
id=332, name=Giảm 5 loại hiệu ứng: -#, type=0, level=0, strOption=
id=333, name=Cải trang Shisui, type=14, level=0, strOption=
id=334, name=Cải trang Mỵ Nương, type=14, level=0, strOption=
id=335, name=Cải trang Thủ Lĩnh Anbu, type=14, level=0, strOption=
id=336, name=Kỹ năng phân thân: cấp #/@, type=0, level=0, strOption=
id=337, name=Kinh nghiệm: #/, type=0, level=0, strOption=
id=338, name=Cải trang Thần Cọp, type=14, level=0, strOption=
id=339, name=Cải trang Nagato, type=14, level=0, strOption=
id=340, name=Có thể ghép với thời trang khác loại, type=0, level=0, strOption=
id=341, name=Tích lũy kinh nghiệm phân phân: +#, type=0, level=0, strOption=
id=342, name=Cải trang Sơn Tinh, type=14, level=0, strOption=
id=343, name=Cải trang Thủy Tinh, type=14, level=0, strOption=
id=344, name=Giảm trừ chí mạng: +#, type=8, level=0, strOption=6;6;7;7;8;8;8;9;9;9;10;10;10;11;11;11;12;12;13;14;15;16;17;18;19;20;22;24;26
id=345, name=Giảm tương khắc: +#, type=8, level=0, strOption=4;4;5;5;6;6;6;7;7;7;8;8;8;9;9;9;10;10;11;12;13;14;15;16;17;18;19;20;22
id=346, name=Giảm trừ chí mạng: +#, type=0, level=0, strOption=
id=347, name=Cứ 3 phút sẽ kích hoạt toàn chân thể, type=0, level=0, strOption=
id=348, name=(+2) Giảm trừ chí mạng: +#, type=15, level=0, strOption=
id=349, name=(+2) Hiệu ứng ngẫu nhiên: +#, type=15, level=0, strOption=
id=350, name=(+19) Tấn công lên hệ Lôi: #, type=16, level=0, strOption=
id=351, name=(+19) Tấn công lên hệ Thổ: #, type=16, level=0, strOption=
id=352, name=(+19) Tấn công lên hệ Thủy: #, type=16, level=0, strOption=
id=353, name=(+19) Tấn công lên hệ Hỏa: #, type=16, level=0, strOption=
id=354, name=(+19) Tấn công lên hệ Phong: #, type=16, level=0, strOption=
id=355, name=(+19) Giảm gây suy yếu: -#, type=16, level=0, strOption=
id=356, name=(+19) Giảm gây trúng độc: -#, type=16, level=0, strOption=
id=357, name=(+19) Giảm gây làm chậm: -#, type=16, level=0, strOption=
id=358, name=(+19) Giảm gây bỏng: -#, type=16, level=0, strOption=
id=359, name=(+19) Giảm gây choáng: -#, type=16, level=0, strOption=
id=360, name=(+19) Bỏ qua kháng tính: +#%, type=16, level=0, strOption=
id=361, name=Trang bị lục đạo (+#% tấn công cơ bản), type=9, level=0, strOption=
id=362, name=(+18) Chí mạng: +#, type=11, level=0, strOption=
id=363, name=Cải trang Thỏ Ngọc, type=14, level=0, strOption=
id=364, name=Cải trang Ma Tốc Độ, type=14, level=0, strOption=
id=365, name=Cải trang Mèo Hiệp Sĩ, type=14, level=0, strOption=
id=366, name=Cải trang Thánh Gióng, type=14, level=0, strOption=
id=367, name=Cải trang Hanzo, type=14, level=0, strOption=
id=368, name=Cải trang Danzo, type=14, level=0, strOption=
id=369, name=Susano Itachi: duy trì 30 giây, type=50, level=0, strOption=
id=370, name=Hút 8% Mp đối phương và chuyển #% sát thương thành hồi phục Hp, type=11, level=0, strOption=
id=371, name=Phản đòn: +#%, type=0, level=0, strOption=
id=372, name=Tăng tương khắc: +#, type=0, level=0, strOption=5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;10;10;10;20;22;24;26;28;30;33;36;39;42;46;50
id=373, name=Phản đòn: +#%, type=0, level=0, strOption=
